ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0051170,import into nucleus,52/3368,169/18903,2.717005181087288e-5,7.042431572750721e-4,6.015665479777983e-4,PPP3CA/PIK3R1/RPAIN/CBLB/TPR/RANBP17/PKIG/IPO9/AKIRIN2/KPNB1/NUP93/TRIM28/SEC13/APPL2/PRKAG1/RANGRF/APPL1/RAN/JUP/NOLC1/ELAVL1/IPO7/ATF2/PTTG1IP/UFM1/SPG11/JAK2/ING1/HDAC3/TARDBP/RBM22/NUP58/RPL23/HSP90AA1/TNPO2/TXNIP/RANBP2/TNPO3/ZPR1/NUP50/POM121/SQSTM1/NUP214/CRY2/CHP1/NUP54/FAM53C/NUP155/POM121C/PRICKLE1/NUP153/STAT3,52
GO:0018393,internal peptidyl-lysine acetylation,56/3368,186/18903,2.7305627049774064e-5,7.047834746502608e-4,6.020280886471637e-4,AUTS2/MLLT3/EPC1/SNCA/ACTL6B/KANSL1/SUPT3H/BRD7/KAT6B/SUPT20H/POR/SF3B5/BRD8/TAF10/EPC2/MCRS1/APBB1/NFYC/ING4/MRGBP/TAF7/ATF2/TAF6/KAT8/MECP2/NAA40/KAT2B/ZNF451/CREBBP/MLLT1/DR1/MBTD1/PCGF2/LDB1/TAF12/ATXN7L3/KAT6A/GTF3C4/CHD5/SMAD4/KAT7/EP300/ZMPSTE24/BRPF3/WDR5/NCOA3/SRCAP/TAF2/KANSL3/SET/NAA50/SIRT1/MSL1/JADE1/MSL2/BRD1,56
GO:0060996,dendritic spine development,33/3368,92/18903,2.7610672228791358e-5,7.096751443575954e-4,6.062065671020697e-4,NLGN1/CTNND2/PPFIA2/DNM3/SLC12A5/EPHB1/CDK5/CUX2/LRP8/FSTL4/ACTR2/CPEB3/ARF4/CDK5R1/DTNBP1/HDAC6/SRGAP2/PTEN/CAMK2A/ZDHHC15/DIP2A/GRIN3A/ARMCX5-GPRASP2/PRMT3/LZTS3/CAMK1/FMR1/DLG4/DLG5/ARF6/NEURL1/IQSEC1/SHANK1,33
GO:0031330,negative regulation of cellular catabolic process,70/3368,247/18903,2.7945773298006488e-5,7.152953557068911e-4,6.110073679410629e-4,FUS/FEZ1/ELAVL4/SNCA/TAF15/RNF5/SMARCC1/IGF2BP2/SLIRP/CNR1/DDRGK1/SECISBP2/GOLGA2/MAP1A/FEZ2/GSK3A/PINK1/KDM4A/EIF4G1/USP14/TIMP2/ELAVL1/POLDIP2/LRPPRC/SYNCRIP/USP9X/NRBP2/LARP1/IGF2BP3/RNF41/TRDMT1/TARDBP/UBQLN4/SGTA/PABPC1/WAC/PDCL3/BCL2/BAG5/NOP53/MTMR2/CSNK2A1/MCL1/RPL23/TLK2/DHX34/SMG1/EIF3H/FMR1/USP7/TAB2/RUBCN/DKC1/CHMP4B/CAMLG/YBX1/LRIG2/LARP4B/BECN1/SEC22B/TENT4B/RYBP/TAB3/METTL16/ANGEL2/EIF4G2/HNRNPC/FOXK2/TSC1/STAT3,70
GO:0006606,protein import into nucleus,51/3368,165/18903,2.8220022194291578e-5,7.193178271349924e-4,6.144433747042739e-4,PPP3CA/PIK3R1/RPAIN/CBLB/TPR/RANBP17/PKIG/IPO9/AKIRIN2/KPNB1/NUP93/TRIM28/SEC13/APPL2/RANGRF/APPL1/RAN/JUP/NOLC1/ELAVL1/IPO7/ATF2/PTTG1IP/UFM1/SPG11/JAK2/ING1/HDAC3/TARDBP/RBM22/NUP58/RPL23/HSP90AA1/TNPO2/TXNIP/RANBP2/TNPO3/ZPR1/NUP50/POM121/SQSTM1/NUP214/CRY2/CHP1/NUP54/FAM53C/NUP155/POM121C/PRICKLE1/NUP153/STAT3,51
GO:0007051,spindle organization,58/3368,195/18903,2.9348921158547055e-5,7.419358957899365e-4,6.337637945651163e-4,CLASP2/ATRX/MAPRE3/GNAI1/CKAP5/TPR/TRIM36/STMN1/TUBGCP2/KIFC2/CEP126/DYNC1H1/GOLGA2/MZT1/TUBB/NUDC/RHOA/TASOR/HSPA1A/EFHC1/MAPRE1/RAB11A/PIBF1/MAP9/SMC1A/KPNB1/SUN2/CEP97/RAN/AAAS/SPAST/POLDIP2/CHMP6/MAP1S/MAP4/GOLGA8A/CLTC/MECP2/HDAC3/HSPA1B/CHMP1A/DLG1/PLK2/DRG1/SBDS/CHMP2B/PCNT/TACC1/CHMP4B/TUBG2/NTMT1/GOLGA8B/CCSAP/ABRAXAS2/CSNK1D/RNF4/TUBGCP3/PKD1,58
GO:0051495,positive regulation of cytoskeleton organization,58/3368,195/18903,2.9348921158547055e-5,7.419358957899365e-4,6.337637945651163e-4,NAV3/AKAP9/TENM1/CCDC88A/PFN2/LIMCH1/MTSS1/CKAP5/PPM1E/FER/CDKN1B/KATNBL1/PDXP/CDK5/CLIP1/FCHSD2/DYNC1H1/SLAIN1/MAP1B/RHOA/HSPA1A/MAPT/MAPRE1/HRAS/BCAS3/CDK5R1/ID1/PRKCE/CEP295/ARPC2/PPP1R35/SPAST/MAGEL2/BIN1/PFDN2/MECP2/HSPA1B/NCKAP1/CARMIL2/DLG1/DSTN/CFL2/DRG1/PFN1/NTRK3/NF2/WNT4/LIMK1/SLAIN2/KIRREL1/RAC1/ARF6/BAG4/RICTOR/WASF2/GIT1/WDR1/TSC1,58
GO:0051963,regulation of synapse assembly,36/3368,104/18903,2.973057195174383e-5,7.485037028670588e-4,6.393740344238266e-4,NLGN1/GRID2/GPC6/NRXN1/ADGRB3/MYCBP2/PTPRD/ROBO2/SNCA/NEGR1/LRFN5/CLSTN1/IL1RAPL1/EPHB1/SLITRK3/LRRN1/CBLN2/FZD1/CUX2/VPS35/NLGN3/EPHA7/APP/MDGA1/FARP1/EIF4G1/CBLN1/LRRC4B/NTRK2/ARMCX5-GPRASP2/ADGRB1/BDNF/NTRK3/DLG5/ARF6/LRRTM2,36
GO:0007613,memory,40/3368,120/18903,3.0152533462063635e-5,7.529553376319387e-4,6.431766337543313e-4,LMX1A/GRIA1/SCN2A/ATXN1/SORCS3/PAK5/CNR1/SLC1A1/SLC6A1/CUX2/MAP1A/CPEB3/MAPT/CSMD1/NPAS4/PPP3CB/SYT11/KCNK10/PRNP/RCAN1/SPG11/MECP2/VLDLR/ADCY1/SLC8A3/PRKCZ/PLK2/NETO1/MDK/CAMK2N1/BDNF/YTHDF1/TH/JPH3/TAFA2/PJA2/SHANK1/CRTC1/CIC/RPS6KB1,40
GO:0035967,cellular response to topologically incorrect protein,40/3368,120/18903,3.0152533462063635e-5,7.529553376319387e-4,6.431766337543313e-4,PIK3R1/RNF5/SELENOS/DDRGK1/UGGT2/ERLEC1/SERP2/CDK5RAP3/HSPA1A/ATF6B/PRKN/AKIRIN2/TMBIM6/PACRG/HERPUD1/HDAC6/CREB3/HSPA5/CUL3/HSPD1/EIF2S1/HSPA1B/DERL1/BAX/HSPA9/OPTN/UFD1/PARP16/RNF126/BFAR/DERL2/EP300/TMEM33/ATXN3/DNAJB9/AMFR/PPP1R15A/HSF1/ATF4/KLHL15,40
GO:0010976,positive regulation of neuron projection development,49/3368,157/18903,3.029673874979491e-5,7.534933851821463e-4,6.43636235532613e-4,MAGI2/NLGN1/LRRC7/GPC2/KIDINS220/CNTN1/FEZ1/ELAVL4/NEGR1/TENM3/RAPGEF2/ATP8A2/CNR1/FZD1/CUX2/LRP8/ACTR2/CAMK1D/FUT9/TUBB2B/ARHGAP35/SNX3/FKBP1B/SF3A2/ZNF804A/TMEM30A/HSPA5/PRKCI/PLPPR5/FIG4/EPHA3/ZDHHC15/EZH2/VLDLR/NTRK2/ARMCX5-GPRASP2/PPP2R5B/STK24/MDK/BDNF/NTRK3/NDRG4/CAMK1/EP300/TRIM67/RGS2/NDEL1/RAPGEF1/CRTC1,49
GO:0030902,hindbrain development,48/3368,153/18903,3.130854700886314e-5,7.728218193423467e-4,6.601466400647033e-4,CTNNA2/GRID2/RERE/LMX1A/NLGN4X/CKB/CNTN1/UQCRQ/DAB1/PTBP2/AHI1/EPHB1/RORA/PLXNA2/CDK5/TTLL1/SMAD1/KLHL1/CEP290/TRNP1/WLS/CDK5R1/ABAT/FAIM2/MYO16/CBLN1/MTPN/NCSTN/HSPA5/ARCN1/ATF2/SDF4/MECP2/OPHN1/EZH2/CRK/RPGRIP1L/SERPINE2/TTC21B/CDK5R2/BCL2/MDK/LDB1/KCNC1/SPTBN2/CRKL/MAP2K1/DIXDC1,48
GO:1901293,nucleoside phosphate biosynthetic process,83/3368,306/18903,3.132551408371225e-5,7.728218193423467e-4,6.601466400647033e-4,ATP5F1E/NDUFA3/ATP5MF/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/ATP5ME/SNCA/NDUFB4/ATP5PD/PARP1/DUT/NDUFV3/NDUFA7/ACACA/ACLY/HSD17B12/NDUFB3/ELOVL6/NDUFS2/NME7/SLC25A12/GUCY1B1/NDUFB10/PDHA1/NME3/ADCY2/DCAKD/STOML2/VPS9D1/CMPK1/PINK1/NDUFS4/ACOT7/NME4/RFK/DGUOK/FLAD1/HPRT1/AK9/IMPDH2/NME5/AK5/CTPS2/TMSB4X/ENO1/SDHB/ATP5F1A/DIP2A/CTPS1/NME1/PANK3/ELOVL5/ELOVL4/ADCY1/ACAT1/NDUFA10/PARP16/AK6/MTHFD2L/UQCC3/PRPS1/PANK2/ADK/NADK2/PDK3/SLC25A13/AK2/SDHD/NME2/ATP5MC3/UCK2/PPAT/GUK1/ALDOA/PDHX/NCS1/NAMPT/SLC25A16,83
GO:0034599,cellular response to oxidative stress,79/3368,288/18903,3.151846314497161e-5,7.744716763982424e-4,6.61555952748141e-4,SFPQ/FOXP1/ROMO1/NR4A2/SNCA/PARP1/ATP13A2/FER/SELENOS/CCS/PTPRK/SLC1A1/CHD6/FUT8/FZD1/PRDX1/AIFM1/ZNF580/CAMKK2/CHCHD2/HSPA1A/DAPK1/FXN/MAPT/PRKN/RWDD1/MGST1/PINK1/PKD2/STK25/ATP2A2/LANCL1/P4HB/HDAC6/STAU1/ZNF277/PRKAA2/VKORC1L1/NME5/ATF2/FBXO7/JAK2/EIF2S1/HSPA1B/EZH2/FANCC/ZNF622/MAPK1/SOD2/PNPLA8/BCL2/FOS/BAG5/STK24/KEAP1/PCGF2/MCL1/NFE2L1/PYCR1/FBXW7/TBC1D24/KDM6B/RHOB/UBQLN1/GSKIP/STX4/LONP1/BECN1/ADNP2/PRKAA1/SIRT1/GAS5/HSF1/OSER1/CHUK/TSC1/HSPB1/ATF4/AGAP3,79
GO:0099022,vesicle tethering,16/3368,32/18903,3.289692221471216e-5,8.051226819321785e-4,6.877381305948423e-4,EXOC6B/EXOC4/TRAPPC9/EXOC6/EXOC2/TRAPPC12/STARD3NL/TRAPPC6B/TRAPPC2B/EXOC3/TRAPPC2/EXOC8/TRAPPC10/TRAPPC8/FAM91A1/TBC1D23,16
GO:0042391,regulation of membrane potential,110/3368,431/18903,3.342998973498913e-5,8.130805858815474e-4,6.94535795234544e-4,SLC8A1/NLGN1/CACNA2D1/ANK3/CELF4/GRID2/RIMS2/NRXN1/AKAP9/ANK2/GLRA2/AKAP6/GRIN2B/NLGN4X/GSK3B/GRIA1/PPP3CA/NRCAM/KCNH8/KCNH7/RIMS1/ATP5IF1/ATP1A1/SCN3A/SCN2A/GRIK2/GRID1/SNCA/GABRB1/FGF12/CACNA1C/PARP1/KCNMB2/KCND2/CNR1/CDK5/GABRA2/SLC1A6/TMEM108/KCNMA1/CNGB1/CACNB4/DMD/CUX2/NLGN3/ATP1B3/MAPT/PRKN/NPAS4/PRELID1/STOML2/FHL1/GSK3A/NOS1AP/PINK1/APP/ABAT/NALCN/ATP2A2/KIF5B/CACNA1D/RANGRF/CBLN1/FKBP1B/KCNK10/MFN1/GABRG3/CACNG2/GABRB3/JUP/BIN1/PTEN/GLRB/MECP2/GRIN3A/BAX/NTRK2/SLC8A3/SOD2/SCN1A/PRKCZ/DLG1/BCL2/NETO1/MTMR2/PYCR1/KCNC1/TBC1D24/SLC4A3/FMR1/PANK2/DLG4/ZMPSTE24/ATP1B1/KCTD7/UBB/KCNH2/NUP155/RIMS3/ATP1A3/RGS7BP/WDR1/SHANK1/KCNQ3/CRTC1/SLC25A33/RYR2/CLIC1/TMEM161B/CALM3,110
GO:0048511,rhythmic process,82/3368,302/18903,3.348679606511989e-5,8.130805858815474e-4,6.94535795234544e-4,SFPQ/NLGN1/MAGED1/DDX5/MYCBP2/MAPK10/GSK3B/KDM5B/CBX3/KCNH7/ROBO2/FBXL17/SCAPER/HNRNPL/GABRB1/TOP1/PARP1/ENOX1/DNM1L/SLIT2/CARTPT/PRKDC/NCOA2/RORA/DDC/KCND2/CDK5/BTRC/SLIT3/CDK5R1/HOMER1/ID1/CSNK1E/GAS2/PRKAA2/HSPA5/MAGEL2/IMPDH2/PTEN/PPP1CC/USP9X/SRD5A1/ENOX2/HDAC3/NR2F6/GRIN3A/EZH2/TARDBP/NTRK2/KAT2B/CREBBP/ADCY1/PHLPP1/MTA1/SIAH2/C3orf70/CSNK2A1/MDK/AHCY/FBXW7/USP7/EP300/JUND/PPP1CB/TH/KDM2A/CRY2/CSNK1D/FBXL3/KDM5C/DYRK1A/RAI1/PER2/ID4/PRKAA1/SIRT1/CRY1/CRTC1/CREM/ATF4/NAMPT/PTPRN,82
GO:0010639,negative regulation of organelle organization,96/3368,366/18903,3.3645234658117204e-5,8.137113248221023e-4,6.950745742673613e-4,CTNNA2/NAV3/CLASP2/SPTAN1/ATRX/APC/TMSB15A/FEZ1/MID1/PFN2/TUBB4A/SSH2/PIK3R1/NBDY/SNCA/FHOD3/PARP1/ODF2L/SLIT2/TMEFF2/TPR/PRRT2/STMN1/HIP1R/CORO1A/RPS6KA2/PSMD10/IQCJ-SCHIP1/TRIOBP/APC2/MAP1B/HSPA1A/FEZ2/FXN/MAPT/MAPRE1/PRKN/PRELID1/XRN1/RAD50/PINK1/TBC1D7/RDX/CAPZB/AURKAIP1/SLC25A5/HDAC6/CEP97/VAT1/GHITM/MTPN/TAOK1/SVIL/RAB7A/DMTN/CLIP3/ARHGEF7/TMSB4X/TERF2/MAP4/ERCC1/BUB3/TMSB15B/TRIM37/CCP110/OPA1/RNF41/CARMIL2/KAT2B/TBC1D30/CAMSAP1/CORO1B/TMSB10/CAMSAP3/PFN1/PICK1/ATM/SPTBN2/CHMP4B/SMAD4/MPHOSPH9/DUSP1/BECN1/SEC22B/TENT4B/DYRK1A/RBM14/ARHGEF18/WASF2/GMFB/SHANK1/MAD1L1/MYADM/HNRNPC/TFRC/SLC25A6,96
GO:0048025,"negative regulation of mRNA splicing, via spliceosome",13/3368,23/18903,3.406853747790449e-5,8.20717747948107e-4,7.01059481227467e-4,HNRNPA2B1/CELF4/HNRNPK/HNRNPL/RBMX/SRSF10/SRSF7/RNPS1/SAP18/U2AF2/SRSF6/DYRK1A/SFSWAP,13
GO:0072659,protein localization to plasma membrane,78/3368,285/18903,3.835661377146253e-5,9.20408899992556e-4,7.862159525112695e-4,ANK3/ANK2/RAB3C/CLASP2/MACF1/CCDC88A/AFDN/KCNB2/CDH2/DPP10/PIK3R1/TNIK/ANK1/RAPGEF2/RAPGEF6/NSF/TSPAN5/CDK5/GRIP1/DPP6/GRIPAP1/VPS35/LRP1/C2CD5/RAB10/ATP1B3/RAB11A/TMEM59/RDX/BSG/PTPN9/KIF5B/PRKCE/RANGRF/APPL1/PRNP/ASB3/PACS1/JUP/SORBS1/PRKCI/MYL12A/RAB7A/CLIP3/EPHA3/CLTC/GOLGA7/GOLGA4/RER1/OPTN/MAP7/STXBP1/PRKCZ/DLG1/PICALM/PPIL2/RAB15/PACS2/TSPAN17/PDPK1/TTC8/FCHO2/EFR3A/TTC7A/GOLPH3/ATP1B1/ARF6/PIP5K1A/RAB40C/SQSTM1/SYS1/STX4/BAG4/ZDHHC5/BLZF1/GAK/SEC16A/LYPD1,78
GO:0034655,nucleobase-containing compound catabolic process,109/3368,428/18903,3.9869947513756224e-5,9.530003407665545e-4,8.140556557693008e-4,FUS/DDX5/TNRC6B/PDE4D/KCNQ1OT1/UPF3A/NBDY/ELAVL4/TAF15/DPYD/TNRC6C/MIAT/PDE4B/IGF2BP2/SLIRP/HNRNPM/DUT/TDG/GSPT2/DNPH1/PRKCA/PDE7A/SECISBP2/NT5C/UPF3B/TRIR/AIFM1/GRSF1/HSPA1A/CPEB3/RBM8A/AGO4/RNPS1/LIN28B/XRN1/GSK3A/SERBP1/WDR82/POLR2G/CNOT7/SUCLG1/ACOT7/DIS3L2/HPRT1/GSPT1/ELAVL1/PABPC4/LRPPRC/DCTPP1/SYNCRIP/UPF2/ZFP36L2/EIF3E/LARP1/HSPA1B/IGF2BP3/GALT/BAX/TRDMT1/TARDBP/PABPC1/ACAT1/AGO2/NUDT5/ITPA/DIS3/NUDT16/AHCY/CASC3/CTIF/PPP1R8/ATM/DHX34/NANOS3/FASTKD1/NUDT11/SMG1/PDE10A/ALKBH5/ZC3H18/NUDT15/FMR1/DKC1/SAMHD1/EXOSC6/YBX1/PELO/DDX49/ETF1/DCP1A/ZPR1/YTHDF1/PDE12/KHSRP/RBM7/ZCCHC7/YTHDF3/SMG7/LARP4B/CACNG7/TENT4B/PATL1/CNOT6/NUDT4/METTL16/GAS5/ANGEL2/HSF1/HNRNPC,109
GO:0007626,locomotory behavior,58/3368,197/18903,4.057260771538409e-5,9.660369348666839e-4,8.251915522692358e-4,CHL1/NRG1/DSCAM/LMX1A/CNTN1/DAB1/NR4A2/ELAVL4/SNCA/NEGR1/C1QL1/PBX3/PAK5/FGF12/FOXA2/ASTN1/CHD7/NCOA2/KCND2/SLC1A1/CACNB4/VPS13A/APBA2/VPS35/KLHL1/FXN/PRKN/PPP3CB/APP/CSTB/ABAT/UCHL1/SLC4A10/PRKCE/HPRT1/EFNB3/RCAN1/PTEN/ARCN1/GLRB/FIG4/HEXA/ASL/SPG11/MECP2/SOD2/SCN1A/MTA1/CRBN/DDHD2/DLG4/ZMPSTE24/TH/SNAP25/ARRDC3/ANKH/GIT1/TSC1,58
GO:0032092,positive regulation of protein binding,31/3368,86/18903,4.280732807259431e-5,0.0010153104878376327,8.672811641612789e-4,GSK3B/MAPRE3/USP33/PLCL2/EPB41/RAPGEF2/PIN1/HIP1R/CDK5/PLCL1/LRP1/TIAM1/MAPRE1/PRKN/APP/KRIT1/RAN/POLDIP2/SPPL3/EPB41L5/USP9X/DERL1/PPP2CB/BDNF/NVL/EP300/AKTIP/NMD3/AMFR/PKD1/HSF1,31
GO:2000300,regulation of synaptic vesicle exocytosis,24/3368,60/18903,4.498005357840588e-5,0.0010627402658928743,9.07795818171471e-4,SYT1/NLGN1/GSK3B/PFN2/CASK/PRKCB/CHRM2/CSPG5/CNR1/CDK5/SNAPIN/CACNB4/APBA2/ATP2A2/DTNBP1/STXBP5/SYN1/GRIN3A/ADCY1/RAB5A/FMR1/GIT1/RIMS3/CALM3,24
GO:0032970,regulation of actin filament-based process,104/3368,406/18903,4.617303448954776e-5,0.0010867469381965207,9.283023872974211e-4,CTNNA2/AKAP9/ANK2/CLASP2/SPTAN1/TENM1/TMSB15A/CCDC88A/EPHA5/PFN2/LIMCH1/MTSS1/SSH2/PIK3R1/PDE4D/PPM1E/FHOD3/CACNA1C/PDE4B/SLIT2/TMEFF2/FER/STMN1/RHOBTB3/HIP1R/PDXP/CDK5/AKAP13/FCHSD2/CORO1A/TRIOBP/LRP1/RHOA/ARHGDIA/ARPC5/PRKN/HRAS/BCAS3/RDX/CAPZB/COTL1/CDK5R1/ARPC4/ATP2A2/ID1/ARHGAP35/PRKCE/RANGRF/ARPC2/MTPN/TAOK1/JUP/ARPC5L/MAGEL2/SVIL/BIN1/DMTN/RAC3/TMSB4X/EPHA3/FSCN1/ACTG1/TMSB15B/WASHC3/NCKAP1/CARMIL2/CRK/CORO1B/AP1AR/TMSB10/DLG1/DSTN/CFL2/MDK/PFN1/RHOBTB1/TTC8/NTRK3/PICK1/NF2/SPTBN2/RHOB/WNT4/CARMIL3/LIMK1/SMAD4/KIRREL1/RAC1/ARF6/JAM3/BAG4/TAOK2/RICTOR/ARHGEF18/WASF2/GMFB/WDR1/SHANK1/MYADM/RYR2/TSC1/DIXDC1/ARHGAP17/WASHC4,104
GO:0035249,"synaptic transmission, glutamatergic",35/3368,102/18903,4.6933449169130356e-5,0.001099996500388192,9.396202017589788e-4,SYT1/NLGN1/GRID2/NRXN1/GRIA2/GRM8/GRIN2B/CDH2/GRIK2/GRID1/GRM7/SLC17A6/CNR1/CDK5/CDH8/CACNB4/NLGN3/PRKN/HOMER1/DTNBP1/GLUL/SLC38A2/CACNG2/CACNG8/GRM3/OPHN1/SERPINE2/STXBP1/NAPA/TPRG1L/CACNG4/DGKZ/EXT1/UNC13A/CACNG7,35
GO:0006754,ATP biosynthetic process,36/3368,106/18903,4.722812487598328e-5,0.001099996500388192,9.396202017589788e-4,ATP5F1E/NDUFA3/ATP5MF/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/ATP5ME/NDUFB4/ATP5PD/PARP1/NDUFV3/NDUFA7/NDUFB3/NDUFS2/SLC25A12/NDUFB10/STOML2/VPS9D1/PINK1/NDUFS4/DGUOK/AK9/TMSB4X/ENO1/SDHB/ATP5F1A/NDUFA10/UQCC3/SLC25A13/SDHD/ATP5MC3/ALDOA,36
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,37/3368,110/18903,4.727316882671051e-5,0.001099996500388192,9.396202017589788e-4,GSK3B/MAGEF1/ELOB/DDRGK1/PSMD10/TRIB2/HSPA1A/USP5/PRKN/GSK3A/ZYG11B/RNF180/HERPUD1/CSNK1E/RAD23A/PTEN/ARIH1/HSPA1B/SGTA/SH3RF1/KEAP1/NOP53/FBXW7/RNF139/RCHY1/RNF14/UBQLN1/SOCS5/SOCS4/TRIM67/CSNK1D/MDM2/MKRN2/PRICKLE1/FZR1/ZFAND2A/SUMO2,37
GO:0030900,forebrain development,99/3368,383/18903,4.768170363512287e-5,0.0011053158695492823,9.441640223280538e-4,NRG3/SLC8A1/CNTNAP2/NRG1/FOXP1/LMX1A/ERBB4/GSK3B/ATRX/NR2F2/PITX2/FEZ1/EPHA5/ROBO2/UQCRQ/DAB1/CDH2/NR4A2/PHACTR1/ELAVL4/ROBO1/DMRTA2/TMEM14B/TRA2B/TRAPPC9/RAPGEF2/ZSWIM6/SLIT2/DOCK7/DCLK2/ZEB1/CHD7/PRKG1/PLXNA4/CDK5/APLP1/DCLK1/SEMA3A/TMEM108/SECISBP2/BTBD3/NIN/LRP8/RHOA/ARPC5/EFHC1/AKIRIN2/APP/CDK5R1/MDGA1/ARHGAP35/ADGRG1/DYNC2H1/SLC4A10/ZMIZ1/SLC38A2/SRGAP2/HPRT1/PTEN/RAC3/DPCD/ZDHHC16/FBXO45/SRD5A1/OPHN1/BAX/EZH2/NTRK2/CDON/CRK/SYNE2/RPGRIP1L/TTC21B/CDK5R2/NSUN5/MDK/KCNC1/TTC8/NF2/NEFL/UNCX/PEX5/PLXNA1/TACC1/WNT4/CHD5/EXT1/CRKL/TH/UBB/NRP2/DRAXIN/NDEL1/ID4/ATP1A3/NUMBL/NDST1/TSC1/DIXDC1,99
GO:0032956,regulation of actin cytoskeleton organization,95/3368,365/18903,5.071053842277366e-5,0.0011711084117710473,0.0010003642027602956,CTNNA2/CLASP2/SPTAN1/TENM1/TMSB15A/CCDC88A/EPHA5/PFN2/LIMCH1/MTSS1/SSH2/PIK3R1/PPM1E/FHOD3/SLIT2/TMEFF2/FER/STMN1/RHOBTB3/HIP1R/PDXP/CDK5/AKAP13/FCHSD2/CORO1A/TRIOBP/LRP1/RHOA/ARHGDIA/ARPC5/PRKN/HRAS/BCAS3/RDX/CAPZB/COTL1/CDK5R1/ARPC4/ID1/ARHGAP35/PRKCE/ARPC2/MTPN/TAOK1/ARPC5L/MAGEL2/SVIL/BIN1/DMTN/RAC3/TMSB4X/EPHA3/FSCN1/ACTG1/TMSB15B/WASHC3/NCKAP1/CARMIL2/CRK/CORO1B/AP1AR/TMSB10/DLG1/DSTN/CFL2/MDK/PFN1/RHOBTB1/TTC8/NTRK3/PICK1/NF2/SPTBN2/RHOB/WNT4/CARMIL3/LIMK1/SMAD4/KIRREL1/RAC1/ARF6/JAM3/BAG4/TAOK2/RICTOR/ARHGEF18/WASF2/GMFB/WDR1/SHANK1/MYADM/TSC1/DIXDC1/ARHGAP17/WASHC4,95
GO:0051204,protein insertion into mitochondrial membrane,16/3368,33/18903,5.3322341638165805e-5,0.001226813275967238,0.0010479474593583936,ROMO1/NDUFA13/TOMM7/MTX2/TIMM8B/TOMM6/TOMM22/AGK/BAX/TOMM40/TIMM9/HSP90AA1/TIMM22/SAMM50/NMT1/TOMM20,16
GO:0099175,regulation of postsynapse organization,31/3368,87/18903,5.526389647305832e-5,0.0012667392389328256,0.0010820523327501796,NLGN1/GRID2/GRIN2B/PTPRD/NRCAM/PPFIA2/DNM3/CDH2/IL1RAPL1/CDK5/CUX2/LRP8/VPS35/ACTR2/EPHA7/ARF4/CDK5R1/HOMER1/DTNBP1/CBLN1/ZNF804A/PRNP/CDKL5/LRRC4B/PTEN/ZDHHC15/ARMCX5-GPRASP2/NTRK3/LZTS3/LRRTM2/NRP2,31
GO:0031398,positive regulation of protein ubiquitination,39/3368,119/18903,5.7674046648241785e-5,0.0013170693998518562,0.0011250445022167297,MYCBP2/CBLB/PIN1/RPS2/BTRC/PSMD10/CDK5RAP3/PRKN/UBE2L3/GSK3A/PINK1/TBC1D7/RNF180/HSPA5/NSMCE3/XIAP/PTEN/PTTG1IP/PELI1/CUL3/HDAC3/DDX3X/DERL1/CDC14B/RNF40/MTA1/PEF1/AIMP2/FBXW7/RCHY1/NDFIP2/UBQLN1/TOPORS/SENP2/UBB/ARRDC3/CRY1/PRICKLE1/FZR1,39
GO:0042177,negative regulation of protein catabolic process,37/3368,111/18903,5.887262175971067e-5,0.001339461168407047,0.0011441716158758584,NRG1/MYCBP2/HMGCR/SNCA/SMARCC1/PIN1/ATP13A2/DDRGK1/CDK5RAP3/VPS35/MAP1A/FMN2/LAPTM4B/SNX3/USP14/TIMP2/AGAP2/USP9X/ATRAID/OPHN1/USP25/SGTA/SERPINE2/WAC/DEDD/RIC1/BAG5/NOP53/ADGRB1/TLK2/EIF3H/USP7/CAMLG/SMAD4/LRIG2/MDM4/RYBP,37
GO:1901214,regulation of neuron death,86/3368,325/18903,6.014675352003631e-5,0.0013634003943674652,0.0011646205721397593,CHL1/DCC/GRID2/GRIN2B/CHGA/GSK3B/CD200/NR4A2/GRIK2/SNCA/PARP1/DHCR24/ATP13A2/EPHB1/CDK5/HYOU1/SLC1A1/CORO1A/FZD1/AIFM1/VPS35/RHOA/MAPT/PRKN/HRAS/EPHA7/GSK3A/PINK1/TOX3/CDK5R1/DTNBP1/PARP2/FAIM2/LANCL1/EIF4G1/RETREG1/PRNP/MAP3K12/PRKCI/ENO2/ATF2/AGAP2/FBXO7/JAK2/NRBP2/EIF2S1/MECP2/GPI/BAX/CDC34/NTRK2/ARMCX5-GPRASP2/SOD2/STXBP1/BCL2/FOS/PICALM/MDK/MCL1/NSMF/AIMP2/FBXW7/BDNF/CBL/LIG4/TBC1D24/ATM/CNTFR/NEFL/CHMP4B/CAPN2/ZPR1/MAP2K7/NR3C1/UBB/CHP1/DNAJC5/DRAXIN/SET/ZNF746/SIRT1/SYNGAP1/DDIT4/HSF1/TSC1/ATF4,86
